Start_Date,End_Date,Pay_Plan_Type,Pay_Plan,Pay_Plan_Level,Biweekly_Pay_Rate,Hourly_Pay_Rate
03/31/2020,03/31/2020,Bargaining Unit,PR 10,3,"2,259.72",
04/01/2020,03/30/2021,Bargaining Unit,PR 10,3,"2,293.62",
03/31/2021,03/31/2021,Bargaining Unit,PR 10,3,"2,305.09",
04/01/2017,03/31/2018,Bargaining Unit,PR 10,4,"2,258.12",
04/01/2018,03/30/2019,Bargaining Unit,PR 10,4,"2,291.99",
03/31/2019,03/31/2019,Bargaining Unit,PR 10,4,"2,303.45",
04/01/2019,03/30/2020,Bargaining Unit,PR 10,4,"2,338.00",
03/31/2020,03/31/2020,Bargaining Unit,PR 10,4,"2,349.69",
04/01/2020,03/30/2021,Bargaining Unit,PR 10,4,"2,384.94",
03/31/2021,03/31/2021,Bargaining Unit,PR 10,4,"2,396.86",
04/01/2017,03/31/2018,Bargaining Unit,PR 10,5,"2,344.47",
04/01/2018,03/30/2019,Bargaining Unit,PR 10,5,"2,379.64",
03/31/2019,03/31/2019,Bargaining Unit,PR 10,5,"2,391.54",
04/01/2019,03/30/2020,Bargaining Unit,PR 10,5,"2,427.41",
03/31/2020,03/31/2020,Bargaining Unit,PR 10,5,"2,439.55",
04/01/2020,03/30/2021,Bargaining Unit,PR 10,5,"2,476.14",
03/31/2021,03/31/2021,Bargaining Unit,PR 10,5,"2,488.52",
04/01/2017,03/31/2018,Bargaining Unit,PR 10,6,"2,438.62",
04/01/2018,03/30/2019,Bargaining Unit,PR 10,6,"2,475.20",
03/31/2019,03/31/2019,Bargaining Unit,PR 10,6,"2,487.58",
04/01/2019,03/30/2020,Bargaining Unit,PR 10,6,"2,524.89",
03/31/2020,03/31/2020,Bargaining Unit,PR 10,6,"2,537.51",
04/01/2020,03/30/2021,Bargaining Unit,PR 10,6,"2,575.57",
03/31/2021,03/31/2021,Bargaining Unit,PR 10,6,"2,588.45",
04/01/2017,03/31/2018,Bargaining Unit,PR 11,1,"2,085.28",
04/01/2018,03/30/2019,Bargaining Unit,PR 11,1,"2,116.56",
03/31/2019,03/31/2019,Bargaining Unit,PR 11,1,"2,127.14",
04/01/2019,03/30/2020,Bargaining Unit,PR 11,1,"2,159.05",
03/31/2020,03/31/2020,Bargaining Unit,PR 11,1,"2,169.85",
04/01/2020,03/30/2021,Bargaining Unit,PR 11,1,"2,202.40",
03/31/2021,03/31/2021,Bargaining Unit,PR 11,1,"2,213.41",
04/01/2017,03/31/2018,Bargaining Unit,PR 11,2,"2,171.66",
04/01/2018,03/30/2019,Bargaining Unit,PR 11,2,"2,204.23",
03/31/2019,03/31/2019,Bargaining Unit,PR 11,2,"2,215.25",
04/01/2019,03/30/2020,Bargaining Unit,PR 11,2,"2,248.48",
03/31/2020,03/31/2020,Bargaining Unit,PR 11,2,"2,259.72",
04/01/2020,03/30/2021,Bargaining Unit,PR 11,2,"2,293.62",
03/31/2021,03/31/2021,Bargaining Unit,PR 11,2,"2,305.09",
04/01/2017,03/31/2018,Bargaining Unit,PR 11,3,"2,258.12",
04/01/2018,03/30/2019,Bargaining Unit,PR 11,3,"2,291.99",
03/31/2019,03/31/2019,Bargaining Unit,PR 11,3,"2,303.45",
04/01/2019,03/30/2020,Bargaining Unit,PR 11,3,"2,338.00",
03/31/2020,03/31/2020,Bargaining Unit,PR 11,3,"2,349.69",
04/01/2020,03/30/2021,Bargaining Unit,PR 11,3,"2,384.94",
03/31/2021,03/31/2021,Bargaining Unit,PR 11,3,"2,396.86",
04/01/2017,03/31/2018,Bargaining Unit,PR 11,4,"2,344.47",
04/01/2018,03/30/2019,Bargaining Unit,PR 11,4,"2,379.64",
03/31/2019,03/31/2019,Bargaining Unit,PR 11,4,"2,391.54",
04/01/2019,03/30/2020,Bargaining Unit,PR 11,4,"2,427.41",
03/31/2020,03/31/2020,Bargaining Unit,PR 11,4,"2,439.55",
04/01/2020,03/30/2021,Bargaining Unit,PR 11,4,"2,476.14",
03/31/2021,03/31/2021,Bargaining Unit,PR 11,4,"2,488.52",
04/01/2017,03/31/2018,Bargaining Unit,PR 11,5,"2,438.62",
04/01/2018,03/30/2019,Bargaining Unit,PR 11,5,"2,475.20",
03/31/2019,03/31/2019,Bargaining Unit,PR 11,5,"2,487.58",
04/01/2019,03/30/2020,Bargaining Unit,PR 11,5,"2,524.89",
03/31/2020,03/31/2020,Bargaining Unit,PR 11,5,"2,537.51",
04/01/2020,03/30/2021,Bargaining Unit,PR 11,5,"2,575.57",
03/31/2021,03/31/2021,Bargaining Unit,PR 11,5,"2,588.45",
04/01/2017,03/31/2018,Bargaining Unit,PR 11,6,"2,532.88",
04/01/2018,03/30/2019,Bargaining Unit,PR 11,6,"2,570.87",
03/31/2019,03/31/2019,Bargaining Unit,PR 11,6,"2,583.72",
04/01/2019,03/30/2020,Bargaining Unit,PR 11,6,"2,622.48",
03/31/2020,03/31/2020,Bargaining Unit,PR 11,6,"2,635.59",
04/01/2020,03/30/2021,Bargaining Unit,PR 11,6,"2,675.12",
03/31/2021,03/31/2021,Bargaining Unit,PR 11,6,"2,688.50",
04/01/2017,03/31/2018,Bargaining Unit,PR 12,1,"2,171.66",
04/01/2018,03/30/2019,Bargaining Unit,PR 12,1,"2,204.23",
03/31/2019,03/31/2019,Bargaining Unit,PR 12,1,"2,215.25",
04/01/2019,03/30/2020,Bargaining Unit,PR 12,1,"2,248.48",
03/31/2020,03/31/2020,Bargaining Unit,PR 12,1,"2,259.72",
04/01/2020,03/30/2021,Bargaining Unit,PR 12,1,"2,293.62",
03/31/2021,03/31/2021,Bargaining Unit,PR 12,1,"2,305.09",
04/01/2017,03/31/2018,Bargaining Unit,PR 12,2,"2,258.12",
04/01/2018,03/30/2019,Bargaining Unit,PR 12,2,"2,291.99",
03/31/2019,03/31/2019,Bargaining Unit,PR 12,2,"2,303.45",
04/01/2019,03/30/2020,Bargaining Unit,PR 12,2,"2,338.00",
03/31/2020,03/31/2020,Bargaining Unit,PR 12,2,"2,349.69",
04/01/2020,03/30/2021,Bargaining Unit,PR 12,2,"2,384.94",
03/31/2021,03/31/2021,Bargaining Unit,PR 12,2,"2,396.86",
04/01/2017,03/31/2018,Bargaining Unit,PR 12,3,"2,344.47",
04/01/2018,03/30/2019,Bargaining Unit,PR 12,3,"2,379.64",
03/31/2019,03/31/2019,Bargaining Unit,PR 12,3,"2,391.54",
04/01/2019,03/30/2020,Bargaining Unit,PR 12,3,"2,427.41",
03/31/2020,03/31/2020,Bargaining Unit,PR 12,3,"2,439.55",
04/01/2020,03/30/2021,Bargaining Unit,PR 12,3,"2,476.14",
03/31/2021,03/31/2021,Bargaining Unit,PR 12,3,"2,488.52",
04/01/2017,03/31/2018,Bargaining Unit,PR 12,4,"2,438.62",
04/01/2018,03/30/2019,Bargaining Unit,PR 12,4,"2,475.20",
03/31/2019,03/31/2019,Bargaining Unit,PR 12,4,"2,487.58",
04/01/2019,03/30/2020,Bargaining Unit,PR 12,4,"2,524.89",
03/31/2020,03/31/2020,Bargaining Unit,PR 12,4,"2,537.51",
04/01/2020,03/30/2021,Bargaining Unit,PR 12,4,"2,575.57",
03/31/2021,03/31/2021,Bargaining Unit,PR 12,4,"2,588.45",
04/01/2017,03/31/2018,Bargaining Unit,PR 12,5,"2,532.88",
04/01/2018,03/30/2019,Bargaining Unit,PR 12,5,"2,570.87",
03/31/2019,03/31/2019,Bargaining Unit,PR 12,5,"2,583.72",
04/01/2019,03/30/2020,Bargaining Unit,PR 12,5,"2,622.48",
03/31/2020,03/31/2020,Bargaining Unit,PR 12,5,"2,635.59",
04/01/2020,03/30/2021,Bargaining Unit,PR 12,5,"2,675.12",
03/31/2021,03/31/2021,Bargaining Unit,PR 12,5,"2,688.50",
04/01/2017,03/31/2018,Bargaining Unit,PR 12,6,"2,634.97",
04/01/2018,03/30/2019,Bargaining Unit,PR 12,6,"2,674.49",
03/31/2019,03/31/2019,Bargaining Unit,PR 12,6,"2,687.86",
04/01/2019,03/30/2020,Bargaining Unit,PR 12,6,"2,728.18",
03/31/2020,03/31/2020,Bargaining Unit,PR 12,6,"2,741.82",
04/01/2020,03/30/2021,Bargaining Unit,PR 12,6,"2,782.95",
03/31/2021,03/31/2021,Bargaining Unit,PR 12,6,"2,796.86",
04/01/2017,03/31/2018,Bargaining Unit,PR 13,1,"2,258.12",
04/01/2018,03/30/2019,Bargaining Unit,PR 13,1,"2,291.99",
03/31/2019,03/31/2019,Bargaining Unit,PR 13,1,"2,303.45",
04/01/2019,03/30/2020,Bargaining Unit,PR 13,1,"2,338.00",
03/31/2020,03/31/2020,Bargaining Unit,PR 13,1,"2,349.69",
04/01/2020,03/30/2021,Bargaining Unit,PR 13,1,"2,384.94",
03/31/2021,03/31/2021,Bargaining Unit,PR 13,1,"2,396.86",
04/01/2017,03/31/2018,Bargaining Unit,PR 13,2,"2,344.47",
04/01/2018,03/30/2019,Bargaining Unit,PR 13,2,"2,379.64",
03/31/2019,03/31/2019,Bargaining Unit,PR 13,2,"2,391.54",
04/01/2019,03/30/2020,Bargaining Unit,PR 13,2,"2,427.41",
03/31/2020,03/31/2020,Bargaining Unit,PR 13,2,"2,439.55",
04/01/2020,03/30/2021,Bargaining Unit,PR 13,2,"2,476.14",
03/31/2021,03/31/2021,Bargaining Unit,PR 13,2,"2,488.52",
04/01/2017,03/31/2018,Bargaining Unit,PR 13,3,"2,438.62",
04/01/2018,03/30/2019,Bargaining Unit,PR 13,3,"2,475.20",
03/31/2019,03/31/2019,Bargaining Unit,PR 13,3,"2,487.58",
04/01/2019,03/30/2020,Bargaining Unit,PR 13,3,"2,524.89",
03/31/2020,03/31/2020,Bargaining Unit,PR 13,3,"2,537.51",
04/01/2020,03/30/2021,Bargaining Unit,PR 13,3,"2,575.57",
03/31/2021,03/31/2021,Bargaining Unit,PR 13,3,"2,588.45",
04/01/2017,03/31/2018,Bargaining Unit,PR 13,4,"2,532.88",
04/01/2018,03/30/2019,Bargaining Unit,PR 13,4,"2,570.87",
03/31/2019,03/31/2019,Bargaining Unit,PR 13,4,"2,583.72",
04/01/2019,03/30/2020,Bargaining Unit,PR 13,4,"2,622.48",
03/31/2020,03/31/2020,Bargaining Unit,PR 13,4,"2,635.59",
04/01/2020,03/30/2021,Bargaining Unit,PR 13,4,"2,675.12",
03/31/2021,03/31/2021,Bargaining Unit,PR 13,4,"2,688.50",
04/01/2017,03/31/2018,Bargaining Unit,PR 13,5,"2,634.97",
04/01/2018,03/30/2019,Bargaining Unit,PR 13,5,"2,674.49",
03/31/2019,03/31/2019,Bargaining Unit,PR 13,5,"2,687.86",
04/01/2019,03/30/2020,Bargaining Unit,PR 13,5,"2,728.18",
03/31/2020,03/31/2020,Bargaining Unit,PR 13,5,"2,741.82",
04/01/2020,03/30/2021,Bargaining Unit,PR 13,5,"2,782.95",
03/31/2021,03/31/2021,Bargaining Unit,PR 13,5,"2,796.86",
04/01/2017,03/31/2018,Bargaining Unit,PR 13,6,"2,744.94",
04/01/2018,03/30/2019,Bargaining Unit,PR 13,6,"2,786.11",
03/31/2019,03/31/2019,Bargaining Unit,PR 13,6,"2,800.04",
04/01/2019,03/30/2020,Bargaining Unit,PR 13,6,"2,842.04",
03/31/2020,03/31/2020,Bargaining Unit,PR 13,6,"2,856.25",
04/01/2020,03/30/2021,Bargaining Unit,PR 13,6,"2,899.09",
03/31/2021,03/31/2021,Bargaining Unit,PR 13,6,"2,913.59",
04/01/2017,03/31/2018,Bargaining Unit,PR 14,1,"2,344.47",
04/01/2018,03/30/2019,Bargaining Unit,PR 14,1,"2,379.64",
03/31/2019,03/31/2019,Bargaining Unit,PR 14,1,"2,391.54",
04/01/2019,03/30/2020,Bargaining Unit,PR 14,1,"2,427.41",
03/31/2020,03/31/2020,Bargaining Unit,PR 14,1,"2,439.55",
04/01/2020,03/30/2021,Bargaining Unit,PR 14,1,"2,476.14",
03/31/2021,03/31/2021,Bargaining Unit,PR 14,1,"2,488.52",
04/01/2017,03/31/2018,Bargaining Unit,PR 14,2,"2,438.62",
04/01/2018,03/30/2019,Bargaining Unit,PR 14,2,"2,475.20",
03/31/2019,03/31/2019,Bargaining Unit,PR 14,2,"2,487.58",
04/01/2019,03/30/2020,Bargaining Unit,PR 14,2,"2,524.89",
03/31/2020,03/31/2020,Bargaining Unit,PR 14,2,"2,537.51",
04/01/2020,03/30/2021,Bargaining Unit,PR 14,2,"2,575.57",
03/31/2021,03/31/2021,Bargaining Unit,PR 14,2,"2,588.45",
04/01/2017,03/31/2018,Bargaining Unit,PR 14,3,"2,532.88",
04/01/2018,03/30/2019,Bargaining Unit,PR 14,3,"2,570.87",
03/31/2019,03/31/2019,Bargaining Unit,PR 14,3,"2,583.72",
04/01/2019,03/30/2020,Bargaining Unit,PR 14,3,"2,622.48",
03/31/2020,03/31/2020,Bargaining Unit,PR 14,3,"2,635.59",
04/01/2020,03/30/2021,Bargaining Unit,PR 14,3,"2,675.12",
03/31/2021,03/31/2021,Bargaining Unit,PR 14,3,"2,688.50",
04/01/2017,03/31/2018,Bargaining Unit,PR 14,4,"2,634.97",
04/01/2018,03/30/2019,Bargaining Unit,PR 14,4,"2,674.49",
03/31/2019,03/31/2019,Bargaining Unit,PR 14,4,"2,687.86",
04/01/2019,03/30/2020,Bargaining Unit,PR 14,4,"2,728.18",
03/31/2020,03/31/2020,Bargaining Unit,PR 14,4,"2,741.82",
04/01/2020,03/30/2021,Bargaining Unit,PR 14,4,"2,782.95",
03/31/2021,03/31/2021,Bargaining Unit,PR 14,4,"2,796.86",
04/01/2017,03/31/2018,Bargaining Unit,PR 14,5,"2,744.94",
04/01/2018,03/30/2019,Bargaining Unit,PR 14,5,"2,786.11",
03/31/2019,03/31/2019,Bargaining Unit,PR 14,5,"2,800.04",
04/01/2019,03/30/2020,Bargaining Unit,PR 14,5,"2,842.04",
03/31/2020,03/31/2020,Bargaining Unit,PR 14,5,"2,856.25",
04/01/2020,03/30/2021,Bargaining Unit,PR 14,5,"2,899.09",
03/31/2021,03/31/2021,Bargaining Unit,PR 14,5,"2,913.59",
04/01/2017,03/31/2018,Bargaining Unit,PR 14,6,"2,854.84",
04/01/2018,03/30/2019,Bargaining Unit,PR 14,6,"2,897.66",
03/31/2019,03/31/2019,Bargaining Unit,PR 14,6,"2,912.15",
04/01/2019,03/30/2020,Bargaining Unit,PR 14,6,"2,955.83",
03/31/2020,03/31/2020,Bargaining Unit,PR 14,6,"2,970.61",
04/01/2020,03/30/2021,Bargaining Unit,PR 14,6,"3,015.17",
03/31/2021,03/31/2021,Bargaining Unit,PR 14,6,"3,030.25",
04/01/2017,03/31/2018,Bargaining Unit,PR 15,1,"2,438.62",
04/01/2018,03/30/2019,Bargaining Unit,PR 15,1,"2,475.20",
03/31/2019,03/31/2019,Bargaining Unit,PR 15,1,"2,487.58",
04/01/2019,03/30/2020,Bargaining Unit,PR 15,1,"2,524.89",
03/31/2020,03/31/2020,Bargaining Unit,PR 15,1,"2,537.51",
04/01/2020,03/30/2021,Bargaining Unit,PR 15,1,"2,575.57",
03/31/2021,03/31/2021,Bargaining Unit,PR 15,1,"2,588.45",
04/01/2017,03/31/2018,Bargaining Unit,PR 15,2,"2,532.88",
04/01/2018,03/30/2019,Bargaining Unit,PR 15,2,"2,570.87",
03/31/2019,03/31/2019,Bargaining Unit,PR 15,2,"2,583.72",
04/01/2019,03/30/2020,Bargaining Unit,PR 15,2,"2,622.48",
03/31/2020,03/31/2020,Bargaining Unit,PR 15,2,"2,635.59",
04/01/2020,03/30/2021,Bargaining Unit,PR 15,2,"2,675.12",
03/31/2021,03/31/2021,Bargaining Unit,PR 15,2,"2,688.50",
04/01/2017,03/31/2018,Bargaining Unit,PR 15,3,"2,634.97",
04/01/2018,03/30/2019,Bargaining Unit,PR 15,3,"2,674.49",
03/31/2019,03/31/2019,Bargaining Unit,PR 15,3,"2,687.86",
04/01/2019,03/30/2020,Bargaining Unit,PR 15,3,"2,728.18",
03/31/2020,03/31/2020,Bargaining Unit,PR 15,3,"2,741.82",
04/01/2020,03/30/2021,Bargaining Unit,PR 15,3,"2,782.95",
03/31/2021,03/31/2021,Bargaining Unit,PR 15,3,"2,796.86",
04/01/2017,03/31/2018,Bargaining Unit,PR 15,4,"2,744.94",
04/01/2018,03/30/2019,Bargaining Unit,PR 15,4,"2,786.11",
03/31/2019,03/31/2019,Bargaining Unit,PR 15,4,"2,800.04",
04/01/2019,03/30/2020,Bargaining Unit,PR 15,4,"2,842.04",
03/31/2020,03/31/2020,Bargaining Unit,PR 15,4,"2,856.25",
04/01/2020,03/30/2021,Bargaining Unit,PR 15,4,"2,899.09",
03/31/2021,03/31/2021,Bargaining Unit,PR 15,4,"2,913.59",
04/01/2017,03/31/2018,Bargaining Unit,PR 15,5,"2,854.84",
04/01/2018,03/30/2019,Bargaining Unit,PR 15,5,"2,897.66",
03/31/2019,03/31/2019,Bargaining Unit,PR 15,5,"2,912.15",
04/01/2019,03/30/2020,Bargaining Unit,PR 15,5,"2,955.83",
03/31/2020,03/31/2020,Bargaining Unit,PR 15,5,"2,970.61",
04/01/2020,03/30/2021,Bargaining Unit,PR 15,5,"3,015.17",
03/31/2021,03/31/2021,Bargaining Unit,PR 15,5,"3,030.25",
04/01/2017,03/31/2018,Bargaining Unit,PR 15,6,"2,972.62",
04/01/2018,03/30/2019,Bargaining Unit,PR 15,6,"3,017.21",
03/31/2019,03/31/2019,Bargaining Unit,PR 15,6,"3,032.30",
04/01/2019,03/30/2020,Bargaining Unit,PR 15,6,"3,077.78",
03/31/2020,03/31/2020,Bargaining Unit,PR 15,6,"3,093.17",
04/01/2020,03/30/2021,Bargaining Unit,PR 15,6,"3,139.57",
03/31/2021,03/31/2021,Bargaining Unit,PR 15,6,"3,155.27",
04/01/2017,03/31/2018,Bargaining Unit,PR 16,1,"2,532.88",
04/01/2018,03/30/2019,Bargaining Unit,PR 16,1,"2,570.87",
03/31/2019,03/31/2019,Bargaining Unit,PR 16,1,"2,583.72",
04/01/2019,03/30/2020,Bargaining Unit,PR 16,1,"2,622.48",
03/31/2020,03/31/2020,Bargaining Unit,PR 16,1,"2,635.59",
04/01/2020,03/30/2021,Bargaining Unit,PR 16,1,"2,675.12",
03/31/2021,03/31/2021,Bargaining Unit,PR 16,1,"2,688.50",
04/01/2017,03/31/2018,Bargaining Unit,PR 16,2,"2,634.97",
04/01/2018,03/30/2019,Bargaining Unit,PR 16,2,"2,674.49",
03/31/2019,03/31/2019,Bargaining Unit,PR 16,2,"2,687.86",
04/01/2019,03/30/2020,Bargaining Unit,PR 16,2,"2,728.18",
03/31/2020,03/31/2020,Bargaining Unit,PR 16,2,"2,741.82",
04/01/2020,03/30/2021,Bargaining Unit,PR 16,2,"2,782.95",
03/31/2021,03/31/2021,Bargaining Unit,PR 16,2,"2,796.86",
04/01/2017,03/31/2018,Bargaining Unit,PR 16,3,"2,744.94",
04/01/2018,03/30/2019,Bargaining Unit,PR 16,3,"2,786.11",
03/31/2019,03/31/2019,Bargaining Unit,PR 16,3,"2,800.04",
04/01/2019,03/30/2020,Bargaining Unit,PR 16,3,"2,842.04",
03/31/2020,03/31/2020,Bargaining Unit,PR 16,3,"2,856.25",
04/01/2020,03/30/2021,Bargaining Unit,PR 16,3,"2,899.09",
03/31/2021,03/31/2021,Bargaining Unit,PR 16,3,"2,913.59",
04/01/2017,03/31/2018,Bargaining Unit,PR 16,4,"2,854.84",
04/01/2018,03/30/2019,Bargaining Unit,PR 16,4,"2,897.66",
03/31/2019,03/31/2019,Bargaining Unit,PR 16,4,"2,912.15",
04/01/2019,03/30/2020,Bargaining Unit,PR 16,4,"2,955.83",
03/31/2020,03/31/2020,Bargaining Unit,PR 16,4,"2,970.61",
04/01/2020,03/30/2021,Bargaining Unit,PR 16,4,"3,015.17",
03/31/2021,03/31/2021,Bargaining Unit,PR 16,4,"3,030.25",
04/01/2017,03/31/2018,Bargaining Unit,PR 16,5,"2,972.62",
04/01/2018,03/30/2019,Bargaining Unit,PR 16,5,"3,017.21",
03/31/2019,03/31/2019,Bargaining Unit,PR 16,5,"3,032.30",
04/01/2019,03/30/2020,Bargaining Unit,PR 16,5,"3,077.78",
03/31/2020,03/31/2020,Bargaining Unit,PR 16,5,"3,093.17",
04/01/2020,03/30/2021,Bargaining Unit,PR 16,5,"3,139.57",
03/31/2021,03/31/2021,Bargaining Unit,PR 16,5,"3,155.27",
04/01/2017,03/31/2018,Bargaining Unit,PR 16,6,"3,098.23",
04/01/2018,03/30/2019,Bargaining Unit,PR 16,6,"3,144.70",
03/31/2019,03/31/2019,Bargaining Unit,PR 16,6,"3,160.42",
04/01/2019,03/30/2020,Bargaining Unit,PR 16,6,"3,207.83",
03/31/2020,03/31/2020,Bargaining Unit,PR 16,6,"3,223.87",
04/01/2020,03/30/2021,Bargaining Unit,PR 16,6,"3,272.23",
03/31/2021,03/31/2021,Bargaining Unit,PR 16,6,"3,288.59",
04/01/2017,03/31/2018,Bargaining Unit,PR 17,1,"2,744.94",
04/01/2018,03/30/2019,Bargaining Unit,PR 17,1,"2,786.11",
03/31/2019,03/31/2019,Bargaining Unit,PR 17,1,"2,800.04",
04/01/2019,03/30/2020,Bargaining Unit,PR 17,1,"2,842.04",
03/31/2020,03/31/2020,Bargaining Unit,PR 17,1,"2,856.25",
04/01/2020,03/30/2021,Bargaining Unit,PR 17,1,"2,899.09",
03/31/2021,03/31/2021,Bargaining Unit,PR 17,1,"2,913.59",
04/01/2017,03/31/2018,Bargaining Unit,PR 17,2,"2,854.84",
04/01/2018,03/30/2019,Bargaining Unit,PR 17,2,"2,897.66",
03/31/2019,03/31/2019,Bargaining Unit,PR 17,2,"2,912.15",
04/01/2019,03/30/2020,Bargaining Unit,PR 17,2,"2,955.83",
03/31/2020,03/31/2020,Bargaining Unit,PR 17,2,"2,970.61",
04/01/2020,03/30/2021,Bargaining Unit,PR 17,2,"3,015.17",
03/31/2021,03/31/2021,Bargaining Unit,PR 17,2,"3,030.25",
04/01/2017,03/31/2018,Bargaining Unit,PR 17,3,"2,972.62",
04/01/2018,03/30/2019,Bargaining Unit,PR 17,3,"3,017.21",
03/31/2019,03/31/2019,Bargaining Unit,PR 17,3,"3,032.30",
04/01/2019,03/30/2020,Bargaining Unit,PR 17,3,"3,077.78",
03/31/2020,03/31/2020,Bargaining Unit,PR 17,3,"3,093.17",
04/01/2020,03/30/2021,Bargaining Unit,PR 17,3,"3,139.57",
03/31/2021,03/31/2021,Bargaining Unit,PR 17,3,"3,155.27",
04/01/2017,03/31/2018,Bargaining Unit,PR 17,4,"3,098.23",
04/01/2018,03/30/2019,Bargaining Unit,PR 17,4,"3,144.70",
03/31/2019,03/31/2019,Bargaining Unit,PR 17,4,"3,160.42",
04/01/2019,03/30/2020,Bargaining Unit,PR 17,4,"3,207.83",
03/31/2020,03/31/2020,Bargaining Unit,PR 17,4,"3,223.87",
04/01/2020,03/30/2021,Bargaining Unit,PR 17,4,"3,272.23",
03/31/2021,03/31/2021,Bargaining Unit,PR 17,4,"3,288.59",
04/01/2017,03/31/2018,Bargaining Unit,PR 17,5,"3,223.90",
04/01/2018,03/30/2019,Bargaining Unit,PR 17,5,"3,272.26",
03/31/2019,03/31/2019,Bargaining Unit,PR 17,5,"3,288.62",
04/01/2019,03/30/2020,Bargaining Unit,PR 17,5,"3,337.95",
03/31/2020,03/31/2020,Bargaining Unit,PR 17,5,"3,354.64",
04/01/2020,03/30/2021,Bargaining Unit,PR 17,5,"3,404.96",
03/31/2021,03/31/2021,Bargaining Unit,PR 17,5,"3,421.98",
04/01/2017,03/31/2018,Bargaining Unit,PR 18,1,"2,854.84",
04/01/2018,03/30/2019,Bargaining Unit,PR 18,1,"2,897.66",
03/31/2019,03/31/2019,Bargaining Unit,PR 18,1,"2,912.15",
04/01/2019,03/30/2020,Bargaining Unit,PR 18,1,"2,955.83",
03/31/2020,03/31/2020,Bargaining Unit,PR 18,1,"2,970.61",
04/01/2020,03/30/2021,Bargaining Unit,PR 18,1,"3,015.17",
03/31/2021,03/31/2021,Bargaining Unit,PR 18,1,"3,030.25",
04/01/2017,03/31/2018,Bargaining Unit,PR 18,2,"2,972.62",
04/01/2018,03/30/2019,Bargaining Unit,PR 18,2,"3,017.21",
03/31/2019,03/31/2019,Bargaining Unit,PR 18,2,"3,032.30",
04/01/2019,03/30/2020,Bargaining Unit,PR 18,2,"3,077.78",
03/31/2020,03/31/2020,Bargaining Unit,PR 18,2,"3,093.17",
04/01/2020,03/30/2021,Bargaining Unit,PR 18,2,"3,139.57",
03/31/2021,03/31/2021,Bargaining Unit,PR 18,2,"3,155.27",
04/01/2017,03/31/2018,Bargaining Unit,PR 18,3,"3,098.23",
04/01/2018,03/30/2019,Bargaining Unit,PR 18,3,"3,144.70",
03/31/2019,03/31/2019,Bargaining Unit,PR 18,3,"3,160.42",
04/01/2019,03/30/2020,Bargaining Unit,PR 18,3,"3,207.83",
03/31/2020,03/31/2020,Bargaining Unit,PR 18,3,"3,223.87",
04/01/2020,03/30/2021,Bargaining Unit,PR 18,3,"3,272.23",
03/31/2021,03/31/2021,Bargaining Unit,PR 18,3,"3,288.59",
04/01/2017,03/31/2018,Bargaining Unit,PR 18,4,"3,223.90",
04/01/2018,03/30/2019,Bargaining Unit,PR 18,4,"3,272.26",
03/31/2019,03/31/2019,Bargaining Unit,PR 18,4,"3,288.62",
04/01/2019,03/30/2020,Bargaining Unit,PR 18,4,"3,337.95",
03/31/2020,03/31/2020,Bargaining Unit,PR 18,4,"3,354.64",
04/01/2020,03/30/2021,Bargaining Unit,PR 18,4,"3,404.96",
03/31/2021,03/31/2021,Bargaining Unit,PR 18,4,"3,421.98",
04/01/2017,03/31/2018,Bargaining Unit,PR 18,5,"3,357.38",
04/01/2018,03/30/2019,Bargaining Unit,PR 18,5,"3,407.74",
03/31/2019,03/31/2019,Bargaining Unit,PR 18,5,"3,424.78",
04/01/2019,03/30/2020,Bargaining Unit,PR 18,5,"3,476.15",
03/31/2020,03/31/2020,Bargaining Unit,PR 18,5,"3,493.53",
04/01/2020,03/30/2021,Bargaining Unit,PR 18,5,"3,545.93",
03/31/2021,03/31/2021,Bargaining Unit,PR 18,5,"3,563.66",
04/01/2017,03/31/2018,Bargaining Unit,PR 19,1,"2,972.62",
04/01/2018,03/30/2019,Bargaining Unit,PR 19,1,"3,017.21",
03/31/2019,03/31/2019,Bargaining Unit,PR 19,1,"3,032.30",
04/01/2019,03/30/2020,Bargaining Unit,PR 19,1,"3,077.78",
03/31/2020,03/31/2020,Bargaining Unit,PR 19,1,"3,093.17",
04/01/2020,03/30/2021,Bargaining Unit,PR 19,1,"3,139.57",
03/31/2021,03/31/2021,Bargaining Unit,PR 19,1,"3,155.27",
04/01/2017,03/31/2018,Bargaining Unit,PR 19,2,"3,098.23",
04/01/2018,03/30/2019,Bargaining Unit,PR 19,2,"3,144.70",
03/31/2019,03/31/2019,Bargaining Unit,PR 19,2,"3,160.42",
04/01/2019,03/30/2020,Bargaining Unit,PR 19,2,"3,207.83",
03/31/2020,03/31/2020,Bargaining Unit,PR 19,2,"3,223.87",
04/01/2020,03/30/2021,Bargaining Unit,PR 19,2,"3,272.23",
03/31/2021,03/31/2021,Bargaining Unit,PR 19,2,"3,288.59",
04/01/2017,03/31/2018,Bargaining Unit,PR 19,3,"3,223.90",
04/01/2018,03/30/2019,Bargaining Unit,PR 19,3,"3,272.26",
03/31/2019,03/31/2019,Bargaining Unit,PR 19,3,"3,288.62",
04/01/2019,03/30/2020,Bargaining Unit,PR 19,3,"3,337.95",
03/31/2020,03/31/2020,Bargaining Unit,PR 19,3,"3,354.64",
04/01/2020,03/30/2021,Bargaining Unit,PR 19,3,"3,404.96",
